Date,60-day
20/8/2010, 0.5602 
19/8/2010, 0.5625 
18/8/2010, 0.5786 
17/8/2010, 0.5766 
16/8/2010, 0.5709 
13/8/2010, 0.5711 
12/8/2010, 0.5713 
11/8/2010, 0.5964 
10/8/2010, 0.5823 
9/8/2010, 0.5843 
6/8/2010, 0.5819 
5/8/2010, 0.5897 
4/8/2010, 0.5934 
3/8/2010, 0.5987 
2/8/2010, 0.5997 
30/7/2010, 0.6231 
29/7/2010, 0.6264 
28/7/2010, 0.6430 
27/7/2010, 0.6419 
26/7/2010, 0.6511 
23/7/2010, 0.6496 
22/7/2010, 0.6509 
21/7/2010, 0.6451 
20/7/2010, 0.6447 
19/7/2010, 0.6477 
16/7/2010, 0.6451 
15/7/2010, 0.6339 
14/7/2010, 0.6300 
13/7/2010, 0.6280 
12/7/2010, 0.6251 
9/7/2010, 0.6253 
8/7/2010, 0.6256 
7/7/2010, 0.6239 
6/7/2010, 0.6089 
5/7/2010, 0.6099 
2/7/2010, 0.6073 
1/7/2010, 0.6090 
30/6/2010, 0.6100 
29/6/2010, 0.6086 
28/6/2010, 0.5943 
25/6/2010, 0.5965 
24/6/2010, 0.6003 
23/6/2010, 0.5983 
22/6/2010, 0.5998 
21/6/2010, 0.5959 
18/6/2010, 0.5963 
17/6/2010, 0.5963 
16/6/2010, 0.5957 
15/6/2010, 0.5956 
14/6/2010, 0.5881 
11/6/2010, 0.5886 
10/6/2010, 0.5876 
9/6/2010, 0.5710 
8/6/2010, 0.5731 
7/6/2010, 0.5764 
4/6/2010, 0.5739 
3/6/2010, 0.5492 
2/6/2010, 0.5505 
1/6/2010, 0.5377 
31/5/2010, 0.5289 
28/5/2010, 0.5254 
27/5/2010, 0.5275 
26/5/2010, 0.4991 
25/5/2010, 0.5012 
24/5/2010, 0.5023 
21/5/2010, 0.5020 
20/5/2010, 0.4986 
19/5/2010, 0.4543 
18/5/2010, 0.4540 
17/5/2010, 0.4523 
14/5/2010, 0.4546 
13/5/2010, 0.4412 
12/5/2010, 0.4390 
11/5/2010, 0.4325 
10/5/2010, 0.4405 
7/5/2010, 0.3755 
6/5/2010, 0.3597 
5/5/2010, 0.3142 
4/5/2010, 0.3111 
3/5/2010, 0.2763 
30/4/2010, 0.2752 
29/4/2010, 0.2574 
28/4/2010, 0.3158 
27/4/2010, 0.3191 
26/4/2010, 0.2887 
23/4/2010, 0.2941 
22/4/2010, 0.3011 
21/4/2010, 0.3118 
20/4/2010, 0.3110 
19/4/2010, 0.3064 
16/4/2010, 0.3058 
15/4/2010, 0.3162 
14/4/2010, 0.3254 
13/4/2010, 0.3252 
12/4/2010, 0.3302 
9/4/2010, 0.3335 
8/4/2010, 0.3381 
7/4/2010, 0.3374 
6/4/2010, 0.3400 
5/4/2010, 0.3446 
2/4/2010, 0.3393 
1/4/2010, 0.3341 
31/3/2010, 0.3279 
30/3/2010, 0.3247 
29/3/2010, 0.3205 
26/3/2010, 0.3247 
25/3/2010, 0.3340 
24/3/2010, 0.3354 
23/3/2010, 0.3344 
22/3/2010, 0.3343 
19/3/2010, 0.3359 
18/3/2010, 0.3365 
17/3/2010, 0.3370 
16/3/2010, 0.3363 
15/3/2010, 0.3377 
12/3/2010, 0.3364 
11/3/2010, 0.3419 
10/3/2010, 0.3402 
9/3/2010, 0.3385 
8/3/2010, 0.3406 
5/3/2010, 0.3410 
4/3/2010, 0.3331 
3/3/2010, 0.3335 
2/3/2010, 0.3363 
1/3/2010, 0.3343 
26/2/2010, 0.3314 
25/2/2010, 0.3346 
24/2/2010, 0.3352 
23/2/2010, 0.3401 
22/2/2010, 0.3302 
19/2/2010, 0.3484 
18/2/2010, 0.3516 
17/2/2010, 0.3530 
16/2/2010, 0.3518 
15/2/2010, 0.3438 
12/2/2010, 0.3414 
11/2/2010, 0.3522 
10/2/2010, 0.3475 
9/2/2010, 0.3473 
8/2/2010, 0.3530 
5/2/2010, 0.3536 
4/2/2010, 0.3633 
3/2/2010, 0.3223 
2/2/2010, 0.3208 
1/2/2010, 0.3373 
29/1/2010, 0.3288 
28/1/2010, 0.3427 
27/1/2010, 0.3344 
26/1/2010, 0.3345 
25/1/2010, 0.3338 
22/1/2010, 0.3644 
21/1/2010, 0.3607 
20/1/2010, 0.3804 
19/1/2010, 0.3770 
18/1/2010, 0.3768 
15/1/2010, 0.3789 
14/1/2010, 0.3721 
13/1/2010, 0.3728 
12/1/2010, 0.3700 
11/1/2010, 0.3692 
8/1/2010, 0.3714 
7/1/2010, 0.3701 
6/1/2010, 0.3787 
5/1/2010, 0.3815 
4/1/2010,0.384283869
31/12/2009,0.381308959
30/12/2009,0.37549169
29/12/2009,0.373502987
28/12/2009,0.375335116
25/12/2009,0.381397871
24/12/2009,0.380803024
23/12/2009,0.402514469
22/12/2009,0.401525915
21/12/2009,0.399595062
18/12/2009,0.405245698
17/12/2009,0.406940253
16/12/2009,0.408521031
15/12/2009,0.411688603
14/12/2009,0.409565378
11/12/2009,0.406517031
10/12/2009,0.405218607
9/12/2009,0.403624437
8/12/2009,0.40564088
7/12/2009,0.401509485
4/12/2009,0.402784637
3/12/2009,0.400026954
2/12/2009,0.399489024
1/12/2009,0.400552509
30/11/2009,0.395742452
27/11/2009,0.400358245
26/11/2009,0.391782579
25/11/2009,0.390251174
24/11/2009,0.389372372
23/11/2009,0.401666016
20/11/2009,0.401710073
19/11/2009,0.399714632
18/11/2009,0.390580454
17/11/2009,0.39039469
16/11/2009,0.389788166
13/11/2009,0.383493547
12/11/2009,0.389647462
11/11/2009,0.384526551
10/11/2009,0.385376768
9/11/2009,0.387433992
6/11/2009,0.393675666
5/11/2009,0.398130722
4/11/2009,0.388091621
3/11/2009,0.392318525
2/11/2009,0.397463327
30/10/2009,0.3957659
29/10/2009,0.380973297
28/10/2009,0.368896599
27/10/2009,0.346457674
26/10/2009,0.340919581
23/10/2009,0.342111284
22/10/2009,0.332670449
21/10/2009,0.329599208
20/10/2009,0.324272995
19/10/2009,0.318668789
16/10/2009,0.31497937
15/10/2009,0.309885422
14/10/2009,0.321559993
13/10/2009,0.313004556
12/10/2009,0.308793541
9/10/2009,0.311443508
8/10/2009,0.310907552
7/10/2009,0.311565661
6/10/2009,0.329670387
5/10/2009,0.327123892
2/10/2009,0.331255063
1/10/2009,0.327988079
30/9/2009,0.299355939
29/9/2009,0.298482886
28/9/2009,0.317898438
25/9/2009,0.305426453
24/9/2009,0.306163634
23/9/2009,0.331434321
22/9/2009,0.326976664
21/9/2009,0.331653326
18/9/2009,0.330305811
17/9/2009,0.328508243
16/9/2009,0.335225816
15/9/2009,0.333188099
14/9/2009,0.333012516
11/9/2009,0.356946885
10/9/2009,0.355732024
9/9/2009,0.352151725
8/9/2009,0.348218184
7/9/2009,0.355177829
4/9/2009,0.368590869
3/9/2009,0.362639241
2/9/2009,0.358010962
1/9/2009,0.356257418
31/8/2009,0.343276756
28/8/2009,0.339705484
27/8/2009,0.338257877
26/8/2009,0.336971084
25/8/2009,0.34223223
24/8/2009,0.338548906
21/8/2009,0.354632685
20/8/2009,0.350778011
19/8/2009,0.348442886
18/8/2009,0.35343367
17/8/2009,0.367563587
14/8/2009,0.354920345
13/8/2009,0.350515185
12/8/2009,0.355245075
11/8/2009,0.351852818
10/8/2009,0.344809822
7/8/2009,0.362412261
6/8/2009,0.361125285
5/8/2009,0.363197334
4/8/2009,0.390367058
3/8/2009,0.393195358
31/7/2009,0.392646753
30/7/2009,0.395566339
29/7/2009,0.397384499
28/7/2009,0.393206213
27/7/2009,0.388148209
24/7/2009,0.401363862
23/7/2009,0.394544184
22/7/2009,0.382239914
21/7/2009,0.386840423
20/7/2009,0.384690989
17/7/2009,0.381350094
16/7/2009,0.379414252
15/7/2009,0.371380034
14/7/2009,0.355005483
13/7/2009,0.356502579
10/7/2009,0.379765832
9/7/2009,0.376787769
8/7/2009,0.379573765
7/7/2009,0.377557282
6/7/2009,0.372966707
3/7/2009,0.371118153
2/7/2009,0.371118153
1/7/2009,0.373273715
30/6/2009,0.373268671
29/6/2009,0.380820863
26/6/2009,0.380018973
25/6/2009,0.379519623
24/6/2009,0.387425649
23/6/2009,0.387233244
22/6/2009,0.387489257
19/6/2009,0.392943907
18/6/2009,0.398972031
17/6/2009,0.407077218
16/6/2009,0.406384911
15/6/2009,0.404734492
12/6/2009,0.435334041
11/6/2009,0.441121497
10/6/2009,0.436638177
9/6/2009,0.437253507
8/6/2009,0.441878665
5/6/2009,0.437810785
4/6/2009,0.434704326
3/6/2009,0.443586979
2/6/2009,0.436058273
1/6/2009,0.462817099
29/5/2009,0.458275821
28/5/2009,0.456171391
27/5/2009,0.474836085
26/5/2009,0.471864381
25/5/2009,0.464955179
22/5/2009,0.483911014
21/5/2009,0.480716708
20/5/2009,0.47659569
19/5/2009,0.475829206
18/5/2009,0.48341431
15/5/2009,0.487584109
14/5/2009,0.484658427
13/5/2009,0.481972375
12/5/2009,0.473211522
11/5/2009,0.486506573
8/5/2009,0.487753683
7/5/2009,0.48873597
6/5/2009,0.488486836
5/5/2009,0.489251989
4/5/2009,0.504151404
1/5/2009,0.49874133
30/4/2009,0.507042187
29/4/2009,0.509004944
28/4/2009,0.50611577
27/4/2009,0.505514338
24/4/2009,0.504565078
23/4/2009,0.507565723
22/4/2009,0.514920694
21/4/2009,0.521844783
20/4/2009,0.520768739
17/4/2009,0.507516807
16/4/2009,0.505842234
15/4/2009,0.504518016
14/4/2009,0.511741166
13/4/2009,0.527412219
10/4/2009,0.531082387
9/4/2009,0.528278254
8/4/2009,0.519656267
7/4/2009,0.525431675
6/4/2009,0.520733695
3/4/2009,0.52334746
2/4/2009,0.526540115
1/4/2009,0.519734977
31/3/2009,0.521199521
30/3/2009,0.517910619
27/3/2009,0.508800908
26/3/2009,0.511811469
25/3/2009,0.50999011
24/3/2009,0.515618608
23/3/2009,0.515610659
20/3/2009,0.491908666
19/3/2009,0.491952312
18/3/2009,0.497650125
17/3/2009,0.4965996
16/3/2009,0.491653264
13/3/2009,0.492581052
12/3/2009,0.489933873
11/3/2009,0.475917669
10/3/2009,0.497186168
9/3/2009,0.469801737
6/3/2009,0.470774163
5/3/2009,0.475477736
4/3/2009,0.462840783
3/3/2009,0.456513773
2/3/2009,0.462444245
27/2/2009,0.451591299
26/2/2009,0.452895868
25/2/2009,0.458206948
24/2/2009,0.466124106
23/2/2009,0.505358241
20/2/2009,0.497902122
19/2/2009,0.503037094
18/2/2009,0.513000943
17/2/2009,0.506629527
16/2/2009,0.512393228
13/2/2009,0.511302559
12/2/2009,0.527888895
11/2/2009,0.54825571
10/2/2009,0.547510293
9/2/2009,0.539659059
6/2/2009,0.546977578
5/2/2009,0.559201035
4/2/2009,0.570009862
3/2/2009,0.57275681
2/2/2009,0.573666903
30/1/2009,0.574632743
29/1/2009,0.578939168
28/1/2009,0.581736454
27/1/2009,0.579336778
26/1/2009,0.576105454
23/1/2009,0.573430826
22/1/2009,0.572078684
21/1/2009,0.566358198
20/1/2009,0.578688635
19/1/2009,0.570038387
16/1/2009,0.56811306
15/1/2009,0.562066634
14/1/2009,0.570750403
13/1/2009,0.567124776
12/1/2009,0.568803325
9/1/2009,0.564864986
8/1/2009,0.561593021
7/1/2009,0.582097768
6/1/2009,0.574296065
5/1/2009,0.594671358
2/1/2009,0.585527144
31/12/2008,0.592126513
30/12/2008,0.587815834
29/12/2008,0.589665825
26/12/2008,0.590453598
25/12/2008,0.588613551
24/12/2008,0.589232186
23/12/2008,0.586358204
22/12/2008,0.586801157
19/12/2008,0.593298779
18/12/2008,0.593562426
17/12/2008,0.595696985
16/12/2008,0.597121673
15/12/2008,0.591000449
12/12/2008,0.591681818
11/12/2008,0.591998419
10/12/2008,0.591964454
9/12/2008,0.594218602
8/12/2008,0.595617997
5/12/2008,0.598220124
4/12/2008,0.596070921
3/12/2008,0.598823377
2/12/2008,0.599198977
1/12/2008,0.598122354
28/11/2008,0.583411876
27/11/2008,0.583813822
26/11/2008,0.583290877
25/11/2008,0.579820166
24/11/2008,0.582220897
21/11/2008,0.573328529
20/11/2008,0.574464222
19/11/2008,0.572636132
18/11/2008,0.56498054
17/11/2008,0.567325702
14/11/2008,0.569396131
13/11/2008,0.567851107
12/11/2008,0.554638633
11/11/2008,0.550237594
10/11/2008,0.551165942
7/11/2008,0.554292088
6/11/2008,0.554724447
5/11/2008,0.551757994
4/11/2008,0.547205603
3/11/2008,0.547752228
31/10/2008,0.552244629
30/10/2008,0.557079264
29/10/2008,0.560324261
28/10/2008,0.568382768
27/10/2008,0.548656477
24/10/2008,0.548871795
23/10/2008,0.549472782
22/10/2008,0.557155801
21/10/2008,0.547989432
20/10/2008,0.550702293
17/10/2008,0.547944089
16/10/2008,0.551597895
15/10/2008,0.552239777
14/10/2008,0.515710243
13/10/2008,0.522618752
10/10/2008,0.455373336
9/10/2008,0.47701443
8/10/2008,0.450242428
7/10/2008,0.459639832
6/10/2008,0.442381127
3/10/2008,0.430597486
2/10/2008,0.431751469
1/10/2008,0.412779876
30/9/2008,0.41696815
29/9/2008,0.413031772
26/9/2008,0.359421335
25/9/2008,0.363560381
24/9/2008,0.362260672
23/9/2008,0.365976602
22/9/2008,0.364401173
19/9/2008,0.3506136
18/9/2008,0.344271957
17/9/2008,0.342146645
16/9/2008,0.316586317
15/9/2008,0.319440584
12/9/2008,0.295510641
11/9/2008,0.301736904
10/9/2008,0.301697828
9/9/2008,0.304319598
8/9/2008,0.290530032
5/9/2008,0.286055687
4/9/2008,0.29223346
3/9/2008,0.279832166
2/9/2008,0.290038856
1/9/2008,0.291149816
29/8/2008,0.289135149
28/8/2008,0.30378346
27/8/2008,0.301878586
26/8/2008,0.299720519
25/8/2008,0.299359919
22/8/2008,0.294474536
21/8/2008,0.291083095
20/8/2008,0.293722262
19/8/2008,0.293737528
18/8/2008,0.292007164
15/8/2008,0.292023546
14/8/2008,0.294826437
13/8/2008,0.294430311
12/8/2008,0.297540311
11/8/2008,0.298021076
8/8/2008,0.295818975
7/8/2008,0.279918744
6/8/2008,0.28105984
5/8/2008,0.283732279
4/8/2008,0.269145427
1/8/2008,0.274473058
31/7/2008,0.277025769
30/7/2008,0.280362014
29/7/2008,0.285034436
28/7/2008,0.276879654
25/7/2008,0.273787795
24/7/2008,0.275648089
23/7/2008,0.276358722
22/7/2008,0.279496711
21/7/2008,0.275376868
18/7/2008,0.276436168
17/7/2008,0.278227342
16/7/2008,0.275092565
15/7/2008,0.259450241
14/7/2008,0.263109464
11/7/2008,0.262652788
10/7/2008,0.267415278
9/7/2008,0.269579925
8/7/2008,0.282370833
7/7/2008,0.271348953
4/7/2008,0.272221933
3/7/2008,0.276171344
2/7/2008,0.278296954
1/7/2008,0.274695334
30/6/2008,0.277779516
27/6/2008,0.279066316
26/6/2008,0.278865493
25/6/2008,0.254965136
24/6/2008,0.252298091
23/6/2008,0.286385997
20/6/2008,0.286709556
19/6/2008,0.27850519
18/6/2008,0.282568401
17/6/2008,0.280624979
16/6/2008,0.279896997
13/6/2008,0.28596373
12/6/2008,0.283616437
11/6/2008,0.289266939
10/6/2008,0.285084343
9/6/2008,0.315316809
6/6/2008,0.32093311
5/6/2008,0.306743923
4/6/2008,0.302694347
3/6/2008,0.302693586
2/6/2008,0.320950471
30/5/2008,0.326571212
29/5/2008,0.327475567
28/5/2008,0.342465488
27/5/2008,0.342870761
26/5/2008,0.340380875
23/5/2008,0.336212419
22/5/2008,0.347267466
21/5/2008,0.348716344
20/5/2008,0.343459655
19/5/2008,0.34270139
16/5/2008,0.346720767
15/5/2008,0.347987209
14/5/2008,0.350055891
13/5/2008,0.351114008
12/5/2008,0.350050545
9/5/2008,0.350162206
8/5/2008,0.349739038
7/5/2008,0.353963127
6/5/2008,0.3517873
5/5/2008,0.351256666
2/5/2008,0.349613884
1/5/2008,0.349452875
30/4/2008,0.344607741
29/4/2008,0.345626881
28/4/2008,0.363267783
25/4/2008,0.362202511
24/4/2008,0.368359689
23/4/2008,0.375078483
22/4/2008,0.377601029
21/4/2008,0.373373298
18/4/2008,0.379265259
17/4/2008,0.376452981
16/4/2008,0.368728117
15/4/2008,0.355182239
14/4/2008,0.348891795
11/4/2008,0.351530473
10/4/2008,0.343629534
9/4/2008,0.355566815
8/4/2008,0.347031377
7/4/2008,0.355611006
4/4/2008,0.355568344
3/4/2008,0.357550436
2/4/2008,0.356912594
1/4/2008,0.354873825
31/3/2008,0.340193678
28/3/2008,0.336235107
27/3/2008,0.345738952
26/3/2008,0.343675036
25/3/2008,0.346477675
24/3/2008,0.347515339
21/3/2008,0.343118555
20/3/2008,0.344572271
19/3/2008,0.34147031
18/3/2008,0.341447516
17/3/2008,0.316624464
14/3/2008,0.31895579
13/3/2008,0.313066362
12/3/2008,0.311683448
11/3/2008,0.313350535
10/3/2008,0.29697754
7/3/2008,0.295948298
6/3/2008,0.295675428
5/3/2008,0.283712817
4/3/2008,0.297261292
3/3/2008,0.300180007
29/2/2008,0.301470141
28/2/2008,0.292742321
27/2/2008,0.296269026
26/2/2008,0.296631179
25/2/2008,0.294985848
22/2/2008,0.291016195
21/2/2008,0.28980546
20/2/2008,0.304553853
19/2/2008,0.305194799
18/2/2008,0.311367227
15/2/2008,0.314550388
14/2/2008,0.318128694
13/2/2008,0.31863749
12/2/2008,0.314768465
11/2/2008,0.32045295
8/2/2008,0.321367553
7/2/2008,0.325132507
6/2/2008,0.32638699
5/2/2008,0.339241495
4/2/2008,0.323052791
1/2/2008,0.324792756
31/1/2008,0.315016342
30/1/2008,0.320816868
29/1/2008,0.323132631
28/1/2008,0.32393234
25/1/2008,0.311782581
24/1/2008,0.32076051
23/1/2008,0.331123005
22/1/2008,0.327433636
21/1/2008,0.338769903
18/1/2008,0.337079478
17/1/2008,0.336317179
16/1/2008,0.321965719
15/1/2008,0.327798991
14/1/2008,0.31772088
11/1/2008,0.329387865
10/1/2008,0.327035192
9/1/2008,0.327096459
8/1/2008,0.330610945
7/1/2008,0.327991502
4/1/2008,0.332175174
3/1/2008,0.317082096
2/1/2008,0.317907874
31/12/2007,0.316189765
28/12/2007,0.316074234
27/12/2007,0.319784708
26/12/2007,0.314034306
25/12/2007,0.312857029
24/12/2007,0.309728667
21/12/2007,0.311263981
20/12/2007,0.306713679
19/12/2007,0.307048512
18/12/2007,0.309151905
17/12/2007,0.30780155
14/12/2007,0.304771397
13/12/2007,0.299009044
12/12/2007,0.301201292
11/12/2007,0.30370946
10/12/2007,0.30403023
7/12/2007,0.305609115
6/12/2007,0.307230897
5/12/2007,0.30227114
4/12/2007,0.298760282
3/12/2007,0.304405572
30/11/2007,0.305845264
29/11/2007,0.314479938
28/11/2007,0.316061832
27/11/2007,0.297155396
26/11/2007,0.299560816
23/11/2007,0.295870228
22/11/2007,0.294829201
21/11/2007,0.292883131
20/11/2007,0.305363986
19/11/2007,0.32568915
16/11/2007,0.319545426
15/11/2007,0.326755339
14/11/2007,0.324190547
13/11/2007,0.328747244
12/11/2007,0.311603478
9/11/2007,0.313671706
8/11/2007,0.32725452
7/11/2007,0.322724726
6/11/2007,0.310820171
5/11/2007,0.324927504
2/11/2007,0.318793539
1/11/2007,0.309045146
31/10/2007,0.310723501
30/10/2007,0.307424589
29/10/2007,0.306656334
26/10/2007,0.306237541
25/10/2007,0.32635533
24/10/2007,0.330802727
23/10/2007,0.329871079
22/10/2007,0.333854154
19/10/2007,0.336073553
18/10/2007,0.325366237
17/10/2007,0.341805262
16/10/2007,0.339450654
15/10/2007,0.348118954
12/10/2007,0.345801397
11/10/2007,0.348749765
10/10/2007,0.347453159
9/10/2007,0.348298735
8/10/2007,0.346348647
5/10/2007,0.346767267
4/10/2007,0.342440022
3/10/2007,0.347550695
2/10/2007,0.348696441
1/10/2007,0.354318088
28/9/2007,0.351186383
27/9/2007,0.35262824
26/9/2007,0.352114331
25/9/2007,0.353864845
24/9/2007,0.356525847
21/9/2007,0.36009776
20/9/2007,0.366049584
19/9/2007,0.365452816
18/9/2007,0.368110563
17/9/2007,0.347574894
14/9/2007,0.347471194
13/9/2007,0.349792189
12/9/2007,0.350390759
11/9/2007,0.353069242
10/9/2007,0.347877439
7/9/2007,0.347469825
6/9/2007,0.342246709
5/9/2007,0.342825414
4/9/2007,0.34596386
3/9/2007,0.345508732
31/8/2007,0.343485816
30/8/2007,0.342127639
29/8/2007,0.352392654
28/8/2007,0.340614638
27/8/2007,0.327159118
24/8/2007,0.325060817
23/8/2007,0.322052752
22/8/2007,0.322295521
21/8/2007,0.320365626
20/8/2007,0.321759556
17/8/2007,0.325856462
16/8/2007,0.313388508
15/8/2007,0.328476189
14/8/2007,0.322680571
13/8/2007,0.312277563
10/8/2007,0.319036554
9/8/2007,0.33630201
8/8/2007,0.320177025
7/8/2007,0.328434145
6/8/2007,0.336012846
3/8/2007,0.336194434
2/8/2007,0.311088751
1/8/2007,0.323005396
31/7/2007,0.33150452
30/7/2007,0.330536279
27/7/2007,0.328076512
26/7/2007,0.32236849
25/7/2007,0.294094409
24/7/2007,0.304310392
23/7/2007,0.279411107
20/7/2007,0.289512159
19/7/2007,0.280612107
18/7/2007,0.277383596
17/7/2007,0.278648432
16/7/2007,0.276878148
13/7/2007,0.274746299
12/7/2007,0.277131007
11/7/2007,0.264953772
10/7/2007,0.262006374
9/7/2007,0.245265083
6/7/2007,0.251525746
5/7/2007,0.25032147
4/7/2007,0.253095802
3/7/2007,0.253380453
2/7/2007,0.252463053
29/6/2007,0.245425169
28/6/2007,0.248122056
27/6/2007,0.249674934
26/6/2007,0.245017254
25/6/2007,0.251054042
22/6/2007,0.247778476
21/6/2007,0.237949705
20/6/2007,0.23689851
19/6/2007,0.232380649
18/6/2007,0.237511083
15/6/2007,0.237706833
14/6/2007,0.236361646
13/6/2007,0.235186357
12/6/2007,0.238735666
11/6/2007,0.230834949
8/6/2007,0.23720495
7/6/2007,0.233354463
6/6/2007,0.202308948
5/6/2007,0.190325239
4/6/2007,0.222706146
1/6/2007,0.222334304
31/5/2007,0.222560795
30/5/2007,0.225975986
29/5/2007,0.221878599
28/5/2007,0.23633099
25/5/2007,0.250612406
24/5/2007,0.262954995
23/5/2007,0.252363379
22/5/2007,0.250631735
21/5/2007,0.319784244
18/5/2007,0.318244508
17/5/2007,0.316596871
16/5/2007,0.316486793
15/5/2007,0.314523042
14/5/2007,0.313350757
11/5/2007,0.315683974
10/5/2007,0.312328375
9/5/2007,0.30019871
8/5/2007,0.301213626
7/5/2007,0.304020864
4/5/2007,0.305428548
3/5/2007,0.309702018
2/5/2007,0.309863812
1/5/2007,0.306342488
30/4/2007,0.308364812
27/4/2007,0.299203074
26/4/2007,0.300638361
25/4/2007,0.307514412
24/4/2007,0.307881906
23/4/2007,0.31063257
20/4/2007,0.310759151
19/4/2007,0.30743877
18/4/2007,0.311097333
17/4/2007,0.313077772
16/4/2007,0.313771604
13/4/2007,0.312376441
12/4/2007,0.312280272
11/4/2007,0.310563922
10/4/2007,0.307197795
9/4/2007,0.30542313
6/4/2007,0.308287677
5/4/2007,0.304703855
4/4/2007,0.305489307
3/4/2007,0.304808069
2/4/2007,0.300101218
30/3/2007,0.301119778
29/3/2007,0.303377816
28/3/2007,0.301115144
27/3/2007,0.292104923
26/3/2007,0.291904727
23/3/2007,0.296608218
22/3/2007,0.297721118
21/3/2007,0.302225127
20/3/2007,0.292917116
19/3/2007,0.293741098
16/3/2007,0.28898629
15/3/2007,0.288075904
14/3/2007,0.285126333
13/3/2007,0.283566164
12/3/2007,0.25791888
9/3/2007,0.257869739
8/3/2007,0.259302594
7/3/2007,0.255648049
6/3/2007,0.256694917
5/3/2007,0.240325889
2/3/2007,0.226049793
1/3/2007,0.213310849
28/2/2007,0.212626553
27/2/2007,0.213974307
26/2/2007,0.130876275
23/2/2007,0.131590327
22/2/2007,0.130987947
21/2/2007,0.140467455
20/2/2007,0.140100685
19/2/2007,0.167856413
16/2/2007,0.167188195
15/2/2007,0.169392113
14/2/2007,0.170401555
13/2/2007,0.167124492
12/2/2007,0.16077189
9/2/2007,0.15895425
8/2/2007,0.153286371
7/2/2007,0.155731018
6/2/2007,0.158697094
5/2/2007,0.159042444
2/2/2007,0.159771454
1/2/2007,0.162428336
31/1/2007,0.158573934
30/1/2007,0.156479112
29/1/2007,0.165185526
26/1/2007,0.164663538
25/1/2007,0.163482172
24/1/2007,0.161321969
23/1/2007,0.157502199
22/1/2007,0.155742633
19/1/2007,0.158165472
18/1/2007,0.156823047
17/1/2007,0.151794607
16/1/2007,0.150367322
15/1/2007,0.151603317
12/1/2007,0.148870709
11/1/2007,0.146152398
10/1/2007,0.140191795
9/1/2007,0.141982256
8/1/2007,0.142555856
5/1/2007,0.141907903
4/1/2007,0.143337563
3/1/2007,0.144458665
2/1/2007,0.147156059
29/12/2006,0.145312846
28/12/2006,0.142896356
27/12/2006,0.142446033
26/12/2006,0.149310102
25/12/2006,0.14563997
22/12/2006,0.144586273
21/12/2006,0.144274927
20/12/2006,0.141967097
19/12/2006,0.14142786
18/12/2006,0.142497664
15/12/2006,0.142892382
14/12/2006,0.145045
13/12/2006,0.147788524
12/12/2006,0.14777031
11/12/2006,0.147293361
8/12/2006,0.147374506
7/12/2006,0.146063108
6/12/2006,0.144304811
5/12/2006,0.144212995
4/12/2006,0.152611582
1/12/2006,0.144720407
30/11/2006,0.144222148
29/11/2006,0.148011213
28/11/2006,0.151809773
27/11/2006,0.151237601
24/11/2006,0.129713751
23/11/2006,0.128802669
22/11/2006,0.127063788
21/11/2006,0.126810358
20/11/2006,0.127713399
17/11/2006,0.132824824
16/11/2006,0.132836026
15/11/2006,0.132334652
14/11/2006,0.136357396
13/11/2006,0.134713332
10/11/2006,0.137716872
9/11/2006,0.137431669
8/11/2006,0.134765643
7/11/2006,0.140529983
6/11/2006,0.155002548
3/11/2006,0.148120819
2/11/2006,0.151319769
1/11/2006,0.153691468
31/10/2006,0.15134168
30/10/2006,0.153757949
27/10/2006,0.15673975
26/10/2006,0.150848962
25/10/2006,0.148547368
24/10/2006,0.150071039
23/10/2006,0.153221336
20/10/2006,0.152218856
19/10/2006,0.161393554
18/10/2006,0.164423683
17/10/2006,0.160828215
16/10/2006,0.158423252
13/10/2006,0.17192058
12/10/2006,0.177852917
11/10/2006,0.179216426
10/10/2006,0.197893501
9/10/2006,0.196670998
6/10/2006,0.19652929
5/10/2006,0.198568241
4/10/2006,0.211584782
3/10/2006,0.209058399
2/10/2006,0.210267012
29/9/2006,0.209015426
28/9/2006,0.209887861
27/9/2006,0.209374937
26/9/2006,0.215821557
25/9/2006,0.217001575
22/9/2006,0.215792835
21/9/2006,0.217736219
20/9/2006,0.238930672
19/9/2006,0.239149103
18/9/2006,0.243920981
15/9/2006,0.244541223
14/9/2006,0.243153902
13/9/2006,0.244940358
12/9/2006,0.250354689
11/9/2006,0.245128088
8/9/2006,0.252862953
7/9/2006,0.25418111
6/9/2006,0.277460199
5/9/2006,0.269327425
4/9/2006,0.277853502
1/9/2006,0.287256438
31/8/2006,0.286307231
30/8/2006,0.285085934
29/8/2006,0.283858227
28/8/2006,0.283462886
25/8/2006,0.292132289
24/8/2006,0.291960843
23/8/2006,0.299717693
22/8/2006,0.302227821
21/8/2006,0.309247061
18/8/2006,0.310306018
17/8/2006,0.312011691
16/8/2006,0.316414183
15/8/2006,0.313455359
14/8/2006,0.304005828
11/8/2006,0.304628998
10/8/2006,0.303935923
9/8/2006,0.304189073
8/8/2006,0.315759809
7/8/2006,0.31567813
4/8/2006,0.313723356
3/8/2006,0.319635339
2/8/2006,0.329349415
1/8/2006,0.330450736
31/7/2006,0.330694203
28/7/2006,0.33111272
27/7/2006,0.330233294
26/7/2006,0.332466483
25/7/2006,0.335194888
24/7/2006,0.33525659
21/7/2006,0.320259454
20/7/2006,0.317934614
